# Program:featureCounts v1.6.3; Command:"/usr/local/bin/featureCounts" "-p" "-a" "/scratch/10819/styu/MW_multiQC/peaks/final/H3K27ac_filt_iter.saf" "-F" "SAF" "-o" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac_iter_counts.txt" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/144R/MCW_CT_ROA_093/MCW_CT_ROA_093_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/144R/MCW_CT_ROA_102/MCW_CT_ROA_102_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/144R/MCW_CT_ROA_111/MCW_CT_ROA_111_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/144R/MCW_CT_ROA_120/MCW_CT_ROA_120_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/144R/MCW_CT_ROA_84/MCW_CT_ROA_84_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24R/MCW_CT_ROA_090/MCW_CT_ROA_090_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24R/MCW_CT_ROA_108/MCW_CT_ROA_108_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24R/MCW_CT_ROA_117/MCW_CT_ROA_117_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24R/MCW_CT_ROA_81/MCW_CT_ROA_81_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24R/MCW_CT_ROA_99/MCW_CT_ROA_99_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24T/MCW_CT_ROA_105/MCW_CT_ROA_105_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24T/MCW_CT_ROA_114/MCW_CT_ROA_114_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24T/MCW_CT_ROA_78/MCW_CT_ROA_78_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24T/MCW_CT_ROA_87/MCW_CT_ROA_87_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24T/MCW_CT_ROA_96/MCW_CT_ROA_96_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/144R/MCW_CT_ROA_103/MCW_CT_ROA_103_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/144R/MCW_CT_ROA_112/MCW_CT_ROA_112_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/144R/MCW_CT_ROA_121/MCW_CT_ROA_121_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/144R/MCW_CT_ROA_85/MCW_CT_ROA_85_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/144R/MCW_CT_ROA_94/MCW_CT_ROA_94_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24R/MCW_CT_ROA_082/MCW_CT_ROA_082_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24R/MCW_CT_ROA_091/MCW_CT_ROA_091_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24R/MCW_CT_ROA_100/MCW_CT_ROA_100_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24R/MCW_CT_ROA_109/MCW_CT_ROA_109_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24R/MCW_CT_ROA_118/MCW_CT_ROA_118_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24T/MCW_CT_ROA_106/MCW_CT_ROA_106_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24T/MCW_CT_ROA_115/MCW_CT_ROA_115_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24T/MCW_CT_ROA_79/MCW_CT_ROA_79_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24T/MCW_CT_ROA_88/MCW_CT_ROA_88_nobl.bam" "/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24T/MCW_CT_ROA_97/MCW_CT_ROA_97_nobl.bam" 
Geneid	Chr	Start	End	Strand	Length	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/144R/MCW_CT_ROA_093/MCW_CT_ROA_093_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/144R/MCW_CT_ROA_102/MCW_CT_ROA_102_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/144R/MCW_CT_ROA_111/MCW_CT_ROA_111_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/144R/MCW_CT_ROA_120/MCW_CT_ROA_120_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/144R/MCW_CT_ROA_84/MCW_CT_ROA_84_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24R/MCW_CT_ROA_090/MCW_CT_ROA_090_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24R/MCW_CT_ROA_108/MCW_CT_ROA_108_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24R/MCW_CT_ROA_117/MCW_CT_ROA_117_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24R/MCW_CT_ROA_81/MCW_CT_ROA_81_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24R/MCW_CT_ROA_99/MCW_CT_ROA_99_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24T/MCW_CT_ROA_105/MCW_CT_ROA_105_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24T/MCW_CT_ROA_114/MCW_CT_ROA_114_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24T/MCW_CT_ROA_78/MCW_CT_ROA_78_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24T/MCW_CT_ROA_87/MCW_CT_ROA_87_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/DOX/24T/MCW_CT_ROA_96/MCW_CT_ROA_96_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/144R/MCW_CT_ROA_103/MCW_CT_ROA_103_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/144R/MCW_CT_ROA_112/MCW_CT_ROA_112_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/144R/MCW_CT_ROA_121/MCW_CT_ROA_121_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/144R/MCW_CT_ROA_85/MCW_CT_ROA_85_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/144R/MCW_CT_ROA_94/MCW_CT_ROA_94_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24R/MCW_CT_ROA_082/MCW_CT_ROA_082_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24R/MCW_CT_ROA_091/MCW_CT_ROA_091_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24R/MCW_CT_ROA_100/MCW_CT_ROA_100_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24R/MCW_CT_ROA_109/MCW_CT_ROA_109_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24R/MCW_CT_ROA_118/MCW_CT_ROA_118_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24T/MCW_CT_ROA_106/MCW_CT_ROA_106_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24T/MCW_CT_ROA_115/MCW_CT_ROA_115_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24T/MCW_CT_ROA_79/MCW_CT_ROA_79_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24T/MCW_CT_ROA_88/MCW_CT_ROA_88_nobl.bam	/scratch/10819/styu/MW_multiQC/peaks/H3K27ac/VEH/24T/MCW_CT_ROA_97/MCW_CT_ROA_97_nobl.bam
chr18:42196553-42197054	chr18	42196553	42197054	.	502	3	7	0	6	0	17	2	15	6	5	2	6	0	2	6	2	2	1	4	1	4	3	0	3	6	3	0	0	2	3
chr18:42290811-42291312	chr18	42290811	42291312	.	502	0	1	21	0	27	12	28	2	1	5	4	0	1	0	0	0	24	5	55	2	9	1	1	25	0	32	0	27	0	0
chr18:42931561-42932062	chr18	42931561	42932062	.	502	5	11	0	10	0	8	3	4	0	4	0	2	0	1	4	1	0	0	0	0	0	6	6	0	2	2	1	1	2	4
chr18:43661479-43661980	chr18	43661479	43661980	.	502	10	4	14	6	7	30	43	14	18	13	13	6	2	7	2	3	15	2	7	1	6	6	3	9	9	8	2	22	2	4
chr18:43662590-43663091	chr18	43662590	43663091	.	502	35	12	34	18	27	60	35	31	25	22	23	32	1	7	18	7	15	10	38	4	13	15	15	14	25	4	24	10	12	7
chr18:43664548-43665049	chr18	43664548	43665049	.	502	13	7	8	5	22	24	8	9	7	5	3	8	1	8	7	4	4	9	4	2	3	10	3	4	3	2	21	0	7	4
chr18:43665359-43665860	chr18	43665359	43665860	.	502	12	4	5	3	5	23	24	9	13	4	16	14	0	6	3	1	9	0	8	4	0	5	6	0	8	7	2	0	0	0
chr18:43892787-43893288	chr18	43892787	43893288	.	502	4	0	4	6	10	48	31	15	11	13	11	1	1	6	1	0	0	0	1	4	2	5	3	1	7	0	0	6	3	1
chr18:44050991-44051492	chr18	44050991	44051492	.	502	13	14	12	9	3	17	23	8	3	3	11	0	3	3	6	3	9	4	17	12	6	15	0	5	7	2	13	7	7	0
chr18:44079551-44080052	chr18	44079551	44080052	.	502	4	1	0	7	11	27	16	10	9	18	14	9	0	8	1	3	0	1	1	2	1	2	2	4	1	6	2	0	0	4
chr18:44149659-44150160	chr18	44149659	44150160	.	502	15	7	12	9	18	46	24	8	17	27	13	15	1	13	2	3	10	16	26	8	4	14	2	1	6	8	2	4	3	0
chr18:44180498-44180999	chr18	44180498	44180999	.	502	19	23	29	11	54	49	52	30	22	25	20	9	1	15	12	9	38	27	100	9	22	10	19	46	15	44	13	48	14	7
chr18:44589721-44590222	chr18	44589721	44590222	.	502	7	11	7	9	7	24	26	15	33	20	23	16	5	15	5	3	6	2	4	4	3	4	8	9	4	6	6	2	3	3
chr18:44592648-44593149	chr18	44592648	44593149	.	502	27	15	13	11	13	24	21	16	22	19	9	3	0	3	7	1	25	6	36	6	7	10	13	19	4	23	17	14	10	5
chr18:44594965-44595466	chr18	44594965	44595466	.	502	35	13	14	7	52	79	53	41	45	33	37	36	5	40	15	7	42	6	79	15	21	27	20	41	8	51	19	18	11	11
chr18:44626800-44627301	chr18	44626800	44627301	.	502	9	9	3	10	3	21	26	7	19	7	19	6	0	8	8	4	4	3	1	1	0	5	1	6	0	5	0	6	5	1
chr18:44637614-44638115	chr18	44637614	44638115	.	502	15	9	3	4	8	28	25	17	18	26	34	14	0	11	20	4	1	2	10	4	0	7	7	3	4	3	2	0	2	3
chr18:44651385-44651886	chr18	44651385	44651886	.	502	4	1	8	20	19	49	28	23	30	12	17	24	2	7	7	1	15	5	14	8	2	4	4	20	0	24	14	9	3	2
chr18:44651909-44652410	chr18	44651909	44652410	.	502	21	12	11	8	22	37	16	1	6	16	20	28	0	13	1	1	9	0	22	12	9	9	17	18	1	30	9	33	3	1
chr18:44654313-44654814	chr18	44654313	44654814	.	502	18	11	6	7	4	10	2	11	19	10	20	35	1	9	27	4	11	3	12	12	1	13	3	3	8	5	7	2	6	3
chr18:44668234-44668735	chr18	44668234	44668735	.	502	14	15	7	5	8	27	8	13	17	3	13	0	1	18	3	2	6	1	11	6	1	6	2	4	10	2	3	4	3	5
chr18:44679139-44679640	chr18	44679139	44679640	.	502	59	30	70	16	27	52	103	16	50	27	32	44	20	48	24	9	78	32	125	18	33	27	17	51	17	58	35	107	8	18
chr18:44679831-44680332	chr18	44679831	44680332	.	502	5	2	7	7	15	23	25	5	24	7	14	25	18	18	11	0	13	3	52	5	10	3	4	15	0	24	6	24	0	3
chr18:44680408-44680909	chr18	44680408	44680909	.	502	5	8	12	8	18	6	17	6	20	12	11	22	6	14	11	3	26	4	30	7	6	3	3	11	5	17	7	30	4	8
chr18:44680986-44681487	chr18	44680986	44681487	.	502	0	1	3	0	9	17	8	2	2	8	9	9	13	5	3	0	2	3	3	1	4	1	9	5	0	1	9	6	1	2
chr18:44700557-44701058	chr18	44700557	44701058	.	502	10	4	14	5	6	19	3	2	5	7	6	3	0	0	5	1	6	3	7	1	4	4	1	4	7	12	5	4	3	6
chr18:44715023-44715524	chr18	44715023	44715524	.	502	29	17	17	12	21	26	25	19	20	18	5	6	1	2	3	5	13	19	27	10	12	10	11	18	14	22	18	53	5	4
chr18:44725469-44725970	chr18	44725469	44725970	.	502	11	0	4	4	12	8	20	7	16	6	8	2	2	28	8	0	3	5	3	2	1	3	1	5	5	4	3	13	3	2
chr18:44733253-44733754	chr18	44733253	44733754	.	502	15	6	4	7	8	69	33	14	9	14	13	0	0	6	4	2	2	9	10	6	4	6	0	3	4	8	5	18	7	3
chr18:44737078-44737579	chr18	44737078	44737579	.	502	3	16	11	5	2	16	4	5	4	8	6	10	1	11	11	4	3	11	6	8	4	3	3	6	4	7	11	13	4	2
chr18:44744162-44744663	chr18	44744162	44744663	.	502	12	17	34	19	5	7	31	14	8	7	6	0	5	2	8	11	40	11	71	34	30	21	24	52	11	49	6	63	22	7
chr18:44747093-44747594	chr18	44747093	44747594	.	502	10	5	7	10	1	11	0	14	7	4	2	0	1	9	0	12	13	3	13	9	6	11	5	16	4	14	8	11	7	10
chr18:44770693-44771194	chr18	44770693	44771194	.	502	12	4	11	4	11	36	11	8	11	6	6	20	1	15	7	0	2	1	14	1	2	2	16	8	4	10	9	8	2	3
chr18:44771744-44772245	chr18	44771744	44772245	.	502	11	9	12	8	10	3	8	11	2	4	2	7	3	5	6	7	9	2	12	9	13	11	4	8	8	21	27	9	8	10
chr18:44772274-44772775	chr18	44772274	44772775	.	502	7	5	2	10	6	10	3	0	6	2	3	13	0	10	6	1	3	0	4	2	2	1	2	8	1	0	6	0	5	1
chr18:44779293-44779794	chr18	44779293	44779794	.	502	4	5	6	4	8	1	0	2	11	2	2	7	2	8	4	7	4	9	8	2	9	8	3	4	8	0	9	9	0	14
chr18:44791206-44791707	chr18	44791206	44791707	.	502	13	12	19	5	8	4	12	9	7	4	4	8	3	4	0	7	8	4	14	10	7	5	13	10	9	3	19	6	4	2
chr18:44791965-44792466	chr18	44791965	44792466	.	502	20	16	23	17	24	13	29	15	4	12	13	8	8	7	3	2	16	3	28	9	10	14	9	14	12	15	17	17	7	5
chr18:44792539-44793040	chr18	44792539	44793040	.	502	52	34	44	27	73	60	82	18	27	37	31	2	3	19	6	9	59	23	119	22	35	32	28	33	15	58	25	48	9	18
chr18:44793105-44793606	chr18	44793105	44793606	.	502	6	8	8	10	8	16	3	15	10	13	7	0	0	3	1	1	7	5	16	2	4	7	12	15	3	12	13	13	5	6
chr18:44793682-44794183	chr18	44793682	44794183	.	502	36	20	33	14	22	33	25	24	22	20	9	5	1	8	4	9	27	27	37	8	15	17	18	13	9	15	12	27	15	11
chr18:44794283-44794784	chr18	44794283	44794784	.	502	25	8	13	6	17	12	10	7	11	11	11	0	8	5	4	2	13	6	17	8	9	8	15	6	14	14	5	20	6	9
chr18:44796595-44797096	chr18	44796595	44797096	.	502	13	11	8	0	11	28	10	2	10	7	12	0	2	14	6	6	24	7	22	7	8	15	5	11	2	6	6	13	1	7
chr18:44798642-44799143	chr18	44798642	44799143	.	502	26	9	13	2	13	26	25	2	10	15	19	8	1	7	3	10	34	0	40	15	4	16	10	21	14	31	22	11	11	5
chr18:44803184-44803685	chr18	44803184	44803685	.	502	108	49	73	43	51	196	98	69	90	68	76	26	3	77	30	12	87	47	132	33	46	73	43	69	54	120	36	133	45	29
chr18:44803829-44804330	chr18	44803829	44804330	.	502	7	4	7	16	8	38	9	9	20	10	31	6	0	14	5	3	4	5	3	5	5	3	11	8	2	2	2	1	5	7
chr18:44804779-44805280	chr18	44804779	44805280	.	502	10	17	7	6	12	25	8	6	11	6	8	0	0	9	8	4	6	1	13	11	6	11	8	18	4	16	4	20	9	2
chr18:44805302-44805803	chr18	44805302	44805803	.	502	2	1	0	0	0	3	1	4	5	10	7	2	1	0	1	2	3	3	5	3	5	8	0	4	1	1	2	12	0	5
chr18:44826429-44826930	chr18	44826429	44826930	.	502	34	24	32	25	21	65	23	22	15	17	9	18	1	4	5	5	21	27	54	14	17	29	27	23	24	53	5	22	13	10
chr18:44836250-44836751	chr18	44836250	44836751	.	502	4	4	5	0	1	4	11	2	3	2	6	7	3	6	6	2	5	2	2	5	1	4	5	2	1	13	4	4	3	7
chr18:44887260-44887761	chr18	44887260	44887761	.	502	68	25	53	13	50	46	57	23	51	39	36	38	0	24	16	11	58	20	110	26	34	39	18	40	12	62	29	56	12	13
chr18:44909287-44909788	chr18	44909287	44909788	.	502	15	13	18	22	22	68	45	20	28	24	29	15	0	9	11	7	13	9	17	7	8	6	12	18	21	20	9	20	3	5
chr18:44937747-44938248	chr18	44937747	44938248	.	502	28	8	11	2	7	13	13	6	7	4	3	0	10	1	1	3	11	5	17	5	6	14	4	14	3	27	11	15	7	4
chr18:44938504-44939005	chr18	44938504	44939005	.	502	17	19	10	6	7	20	11	14	5	9	4	0	8	5	4	6	17	4	13	5	10	4	7	10	4	16	7	4	1	10
chr18:44943432-44943933	chr18	44943432	44943933	.	502	15	9	8	9	11	24	6	15	5	10	16	2	4	3	0	3	8	8	6	4	8	8	11	6	5	3	19	6	1	5
chr18:44956666-44957167	chr18	44956666	44957167	.	502	2	8	4	1	11	2	6	0	3	1	0	14	0	1	1	3	4	5	10	1	3	2	9	5	0	7	24	6	1	1
chr18:44957181-44957682	chr18	44957181	44957682	.	502	8	5	10	23	12	9	2	18	3	5	9	7	1	8	7	5	7	22	24	5	11	1	11	10	15	13	5	16	7	5
chr18:45014072-45014573	chr18	45014072	45014573	.	502	9	15	37	7	21	14	23	18	9	5	5	7	0	3	5	8	26	5	14	7	4	15	15	39	22	45	13	6	13	12
chr18:45243786-45244287	chr18	45243786	45244287	.	502	6	1	7	13	14	4	4	4	0	3	3	4	2	3	0	2	13	4	6	5	2	6	8	6	0	3	2	4	0	2
chr18:45245013-45245514	chr18	45245013	45245514	.	502	19	8	11	21	4	16	8	12	15	4	7	27	0	13	7	8	10	5	28	10	11	6	13	13	12	8	4	0	11	9
chr18:45247722-45248223	chr18	45247722	45248223	.	502	22	18	26	9	23	28	8	8	8	13	16	13	1	29	21	8	17	26	17	7	15	7	21	19	3	9	12	13	12	12
chr18:45248441-45248942	chr18	45248441	45248942	.	502	89	45	88	47	72	127	87	55	42	77	76	41	9	62	34	33	103	47	154	30	46	47	39	67	23	64	47	58	26	17
chr18:45249065-45249566	chr18	45249065	45249566	.	502	7	7	5	20	11	51	18	10	12	14	16	28	2	38	17	3	14	1	22	8	8	8	5	19	15	21	10	25	9	4
chr18:45249573-45250074	chr18	45249573	45250074	.	502	9	4	9	12	16	28	1	6	1	7	7	16	0	17	3	4	13	7	9	9	6	9	7	7	6	13	2	14	6	2
chr18:45255927-45256428	chr18	45255927	45256428	.	502	2	2	4	6	8	6	0	9	0	5	0	6	1	1	10	2	3	2	2	5	2	3	3	0	5	1	4	4	2	4
chr18:45664971-45665472	chr18	45664971	45665472	.	502	5	2	9	3	0	21	28	12	1	4	3	14	5	9	2	3	11	8	8	4	7	7	4	14	11	12	18	20	6	2
chr18:45665971-45666472	chr18	45665971	45666472	.	502	20	2	9	5	12	19	17	1	2	2	8	3	4	9	0	3	11	3	20	4	5	3	7	10	6	11	5	6	4	3
chr18:45666992-45667493	chr18	45666992	45667493	.	502	21	18	10	2	10	58	41	7	12	17	20	5	3	19	3	6	27	4	31	18	23	17	7	22	10	11	7	21	6	7
chr18:45670045-45670546	chr18	45670045	45670546	.	502	9	4	2	1	1	31	6	14	8	5	10	3	0	3	0	1	8	15	6	4	0	7	8	4	2	0	7	5	2	1
chr18:45735656-45736157	chr18	45735656	45736157	.	502	28	0	19	5	27	20	17	10	3	7	7	6	1	1	1	2	34	21	31	7	18	25	8	31	16	29	23	33	13	7
chr18:45736249-45736750	chr18	45736249	45736750	.	502	45	4	60	16	45	54	76	29	34	26	26	18	3	10	10	14	84	42	83	28	29	22	14	59	11	47	14	27	14	8
chr18:45737601-45738102	chr18	45737601	45738102	.	502	4	1	4	11	8	5	14	2	14	2	5	0	0	12	1	1	6	0	6	2	7	9	2	3	0	9	6	2	2	1
chr18:45738147-45738648	chr18	45738147	45738648	.	502	1	5	4	2	0	1	2	1	2	0	9	13	2	2	1	0	4	0	5	2	3	3	1	12	2	3	2	2	1	1
chr18:45738845-45739346	chr18	45738845	45739346	.	502	43	29	34	36	45	16	34	10	1	12	6	6	0	5	0	16	27	20	20	12	11	30	8	71	26	68	27	44	13	7
chr18:45739772-45740273	chr18	45739772	45740273	.	502	36	18	17	21	15	11	11	13	2	8	15	1	4	6	0	12	31	15	22	18	14	17	13	55	8	49	10	26	23	8
chr18:45744900-45745401	chr18	45744900	45745401	.	502	21	3	8	8	2	5	5	1	5	1	10	0	2	1	1	1	7	4	4	4	5	2	3	5	1	4	4	10	5	6
chr18:45745804-45746305	chr18	45745804	45746305	.	502	24	13	11	16	16	13	11	16	3	6	9	12	2	5	3	4	20	11	11	9	5	15	5	16	8	11	23	0	8	6
chr18:45783100-45783601	chr18	45783100	45783601	.	502	11	11	9	3	5	7	8	5	4	7	3	5	1	13	8	9	8	12	0	7	8	7	5	1	15	4	17	1	2	3
chr18:45802709-45803210	chr18	45802709	45803210	.	502	10	13	2	5	16	60	20	15	3	28	4	25	1	0	6	3	3	7	2	3	1	7	15	3	10	3	1	0	3	1
chr18:45806220-45806721	chr18	45806220	45806721	.	502	11	4	4	2	3	31	48	9	4	15	8	1	0	1	1	0	4	3	1	4	1	2	0	4	7	0	2	0	7	0
chr18:45828758-45829259	chr18	45828758	45829259	.	502	43	17	38	10	35	26	32	3	8	3	18	0	3	5	1	6	42	10	36	17	18	28	18	36	13	29	25	38	16	8
chr18:45838420-45838921	chr18	45838420	45838921	.	502	6	3	0	0	3	5	0	2	12	2	0	0	12	9	9	0	4	0	3	3	1	1	0	8	3	9	0	0	1	1
chr18:45840452-45840953	chr18	45840452	45840953	.	502	1	8	5	2	7	1	9	5	5	5	2	12	18	5	2	1	5	6	7	5	2	6	1	12	5	8	4	7	4	2
chr18:45845394-45845895	chr18	45845394	45845895	.	502	11	7	26	20	0	28	35	13	1	5	11	5	6	4	5	2	15	9	13	3	12	12	9	10	6	19	3	22	13	10
chr18:45909031-45909532	chr18	45909031	45909532	.	502	37	14	28	24	37	87	44	47	12	20	23	18	8	20	14	13	43	24	71	17	35	16	24	21	26	43	22	48	10	10
chr18:45935555-45936056	chr18	45935555	45936056	.	502	3	2	1	0	8	27	9	29	5	10	6	1	3	6	3	3	4	2	1	2	2	6	7	6	1	1	9	5	1	1
chr18:45960893-45961394	chr18	45960893	45961394	.	502	27	14	20	8	7	30	10	13	15	10	11	7	11	23	5	3	10	1	10	11	8	2	19	7	2	30	7	2	11	15
chr18:45962373-45962874	chr18	45962373	45962874	.	502	31	14	21	12	26	95	86	24	11	50	18	9	0	10	11	13	44	10	45	9	10	18	14	64	17	77	15	18	15	18
chr18:45962953-45963454	chr18	45962953	45963454	.	502	8	5	11	5	17	26	7	15	9	9	4	4	4	11	0	6	13	11	4	4	2	9	20	2	15	29	10	11	8	10
chr18:45963471-45963972	chr18	45963471	45963972	.	502	5	1	10	9	11	7	6	4	3	8	14	8	2	4	4	1	11	0	8	7	6	7	2	14	4	5	4	0	3	2
chr18:45967063-45967564	chr18	45967063	45967564	.	502	113	80	142	61	73	153	282	114	74	97	113	86	19	76	22	36	167	51	267	63	72	88	97	195	91	214	72	217	66	54
chr18:46019967-46020468	chr18	46019967	46020468	.	502	10	7	15	0	9	12	2	0	3	3	8	4	3	12	0	3	9	5	6	11	6	6	5	16	6	8	3	8	3	1
chr18:46020482-46020983	chr18	46020482	46020983	.	502	21	9	22	12	6	24	5	5	2	4	8	0	3	5	3	2	21	4	8	11	6	22	6	11	3	31	11	1	10	8
chr18:46066778-46067279	chr18	46066778	46067279	.	502	1	3	1	19	1	0	2	7	1	1	0	7	0	4	0	0	0	0	4	4	1	4	5	0	0	1	8	0	1	1
chr18:46068726-46069227	chr18	46068726	46069227	.	502	4	9	7	7	27	31	11	18	16	13	14	3	5	8	5	2	3	7	1	2	4	11	6	1	13	14	10	3	0	6
chr18:46069544-46070045	chr18	46069544	46070045	.	502	4	2	8	1	2	22	14	13	6	5	16	7	0	8	9	1	2	12	1	0	2	2	0	0	5	1	6	0	3	0
chr18:46070766-46071267	chr18	46070766	46071267	.	502	11	4	6	11	16	20	18	19	19	2	17	30	24	17	13	1	5	13	7	1	6	7	6	4	16	13	3	12	4	4
chr18:46071571-46072072	chr18	46071571	46072072	.	502	22	14	26	9	18	51	38	20	16	22	30	49	17	40	15	9	27	14	24	18	19	17	13	46	23	40	14	33	15	7
chr18:46077690-46078191	chr18	46077690	46078191	.	502	29	25	30	3	13	39	20	14	19	15	16	11	9	17	14	13	61	15	63	19	25	54	18	32	16	34	7	42	30	11
chr18:46089431-46089932	chr18	46089431	46089932	.	502	1	9	0	5	11	14	0	0	8	7	7	7	7	2	3	2	0	5	4	1	0	3	1	6	6	5	8	9	1	1
chr18:46094313-46094814	chr18	46094313	46094814	.	502	5	7	5	0	1	10	19	5	15	14	10	23	10	17	6	2	4	1	7	8	4	4	11	1	2	8	3	1	7	2
chr18:46096647-46097148	chr18	46096647	46097148	.	502	14	17	15	8	15	26	71	30	26	17	20	35	3	14	13	3	22	15	38	12	25	17	30	26	15	39	13	32	7	8
chr18:46097719-46098220	chr18	46097719	46098220	.	502	171	72	164	57	71	139	278	62	137	70	142	80	49	168	80	43	184	73	261	44	77	124	94	223	72	228	34	233	45	51
chr18:46098343-46098844	chr18	46098343	46098844	.	502	69	27	74	30	55	78	90	28	58	31	36	24	29	41	33	14	83	43	150	33	51	41	23	138	26	101	17	136	28	25
chr18:46104300-46104801	chr18	46104300	46104801	.	502	33	74	49	14	28	65	114	17	53	33	63	41	25	53	53	18	59	48	145	41	42	45	36	62	24	98	31	106	32	27
chr18:46104878-46105379	chr18	46104878	46105379	.	502	2	3	7	4	0	13	3	5	8	4	6	6	8	1	3	3	5	1	4	1	3	6	5	8	2	0	17	8	5	3
chr18:46135139-46135640	chr18	46135139	46135640	.	502	35	11	41	14	65	63	97	28	21	30	13	2	16	6	2	8	23	21	105	28	33	20	7	29	28	26	16	35	14	8
chr18:46135733-46136234	chr18	46135733	46136234	.	502	0	0	1	0	1	7	0	5	2	0	7	0	0	0	0	1	1	0	1	2	1	0	0	0	0	0	2	3	0	0
chr18:46143503-46144004	chr18	46143503	46144004	.	502	13	0	5	0	3	13	16	6	5	4	2	5	1	2	5	0	3	4	3	1	6	6	4	6	4	2	1	4	4	0
